Feature ID	Taxon	Consensus
95aa0acd66f10898f9e362e619c4ae5d	Unassigned	1.0
73510ced4cf8f7b50e2f66ef6d056ce1	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Ceratopogonidae;g__Palpomyia;s__	1.0
f4cdae5a110b50c85012ae2537d3e404	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Amphipsocidae;g__Polypsocus;s__corruptus	1.0
05cfb20c9316b09a3c25f10ce6705a88	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Thomisidae;g__Xysticus;s__emertoni	1.0
dde6e82373b775a996029387ac9658e2	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Platycentropus;s__radiatus	1.0
8d6d7a70ca5dc70c7d9fcb9add1fc39f	k__Animalia;p__Arthropoda;c__Diplopoda;o__Julida;f__Parajulidae;g__;s__	1.0
ebd5350b05edc70a1acd502a5774daf9	k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Acrididae;g__Stethophyma;s__lineatum	1.0
035c28f4c93daa8fc0685189f75b2d06	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Empididae;g__Rhamphomyia;s__	1.0
8995a8897406967ae471306ce11af58e	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__differens	1.0
efc9037c1d78af744d04f9bc1c6d2c84	Unassigned	1.0
